index,Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,github_url,github_code
25,"R $^2$ LIVE: A Robust, Real-Time, LiDAR-Inertial-Visual Tightly-Coupled State Estimator and Mapping",J. Lin; C. Zheng; W. Xu; F. Zhang,"Department of Mechanical Engineering, The University of Hong Kong, Hong Kong SAR, China; Department of Mechanical Engineering, The University of Hong Kong, Hong Kong SAR, China; Department of Mechanical Engineering, The University of Hong Kong, Hong Kong SAR, China; Department of Mechanical Engineering, The University of Hong Kong, Hong Kong SAR, China",IEEE Robotics and Automation Letters,3 Aug 2021,2021,6,4,7469,7476,"In this letter, we propose a robust, real-time tightly-coupled multi-sensor fusion framework, which fuses measurements from LiDAR, inertial sensor, and visual camera to achieve robust and accurate state estimation. Our proposed framework is composed of two parts: the filter-based odometry and factor graph optimization. To guarantee real-time performance, we estimate the state within the framework of error-state iterated Kalman-filter, and further improve the overall precision with our factor graph optimization. Taking advantage of measurements from all individual sensors, our algorithm is robust enough to various visual failure, LiDAR-degenerated scenarios, and is able to run in real time on an on-board computation platform, as shown by extensive experiments conducted in indoor, outdoor, and mixed environments of different scale (see attached video). Moreover, the results show that our proposed framework can improve the accuracy of state-of-the-art LiDAR-inertial or visual-inertial odometry. To share our findings and to make contributions to the community, we open source our codes on our Github.",2377-3766,,10.1109/LRA.2021.3095515,DJI(grant numbers:200009538); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9478206,SLAM;mapping;sensor fusion,Laser radar;Visualization;Cameras;Optimization;Real-time systems;Kalman filters;Simultaneous localization and mapping,,160.0,,30,IEEE,8 Jul 2021,,,IEEE,IEEE Journals,,
26,LiDARTag: A Real-Time Fiducial Tag System for Point Clouds,J. -K. Huang; S. Wang; M. Ghaffari; J. W. Grizzle,"Robotics Institute, University of Michigan, Ann Arbor, Michigan, MI, USA; Robotics Institute, University of Michigan, Ann Arbor, Michigan, MI, USA; Robotics Institute, University of Michigan, Ann Arbor, Michigan, MI, USA; Robotics Institute, University of Michigan, Ann Arbor, Michigan, MI, USA",IEEE Robotics and Automation Letters,20 Apr 2021,2021,6,3,4875,4882,"Image-based fiducial markers are useful in problems such as object tracking in cluttered or textureless environments, camera (and multi-sensor) calibration tasks, and vision-based simultaneous localization and mapping (SLAM). The state-of-the-art fiducial marker detection algorithms rely on the consistency of the ambient lighting. This article introduces LiDARTag, a novel fiducial tag design and detection algorithm suitable for light detection and ranging (LiDAR) point clouds. The proposed method runs in real-time and can process data at 100 Hz, which is faster than the currently available LiDAR sensor frequencies. Because of the LiDAR sensors' nature, rapidly changing ambient lighting will not affect the detection of a LiDARTag; hence, the proposed fiducial marker can operate in a completely dark environment. In addition, the LiDARTag nicely complements and is compatible with existing visual fiducial markers, such as AprilTags, allowing for efficient multi-sensor fusion and calibration tasks. We further propose a concept of minimizing a fitting error between a point cloud and the marker's template to estimate the marker's pose. The proposed method achieves millimeter error in translation and a few degrees in rotation. Due to LiDAR returns' sparsity, the point cloud is lifted to a continuous function in a reproducing kernel Hilbert space where the inner product can be used to determine a marker's ID. The experimental results, verified by a motion capture system, confirm that the proposed method can reliably provide a tag's pose and unique ID code. The rejection of false positives is validated on the Google Cartographer indoor dataset and the Honda H3D outdoor dataset. All implementations are coded in C++ and are available at https://github.com/UMich-BipedLab/LiDARTag.",2377-3766,,10.1109/LRA.2021.3070302,Toyota Research Institute; NSF(grant numbers:1808051); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9392337,Range sensing;visual tracking;object detection;segmentation and categorization;computer vision for automation,Laser radar;Three-dimensional displays;Cameras;Payloads;Lighting;Detectors;Visualization,,22.0,,51,IEEE,31 Mar 2021,,,IEEE,IEEE Journals,https://github.com/UMich-BipedLab/LiDARTag,https://github.com/UMich-BipedLab/LiDARTag
27,A Surface Geometry Model for LiDAR Depth Completion,Y. Zhao; L. Bai; Z. Zhang; X. Huang,"Department of Electrical and Computer Engineering, Worcester Polytechnic Institute, Worcester, MA, USA; Department of Electrical and Computer Engineering, Worcester Polytechnic Institute, Worcester, MA, USA; Department of Electrical and Computer Engineering, Worcester Polytechnic Institute, Worcester, MA, USA; Department of Electrical and Computer Engineering, Worcester Polytechnic Institute, Worcester, MA, USA",IEEE Robotics and Automation Letters,14 Apr 2021,2021,6,3,4457,4464,"LiDAR depth completion is a task that predicts depth values for every pixel on the corresponding camera frame, although only sparse LiDAR points are available. Most of the existing state-of-the-art solutions are based on deep neural networks, which need a large amount of data and heavy computations for training the models. In this letter, a novel non-learning depth completion method is proposed by exploiting the local surface geometry that is enhanced by an outlier removal algorithm. The proposed surface geometry model is inspired by the observation that most pixels with unknown depth have a nearby LiDAR point. Therefore, it is assumed those pixels share the same surface with the nearest LiDAR point, and their respective depth can be estimated as the nearest LiDAR depth value plus a residual error. The residual error is calculated by using a derived equation with several physical parameters as input, including the known camera intrinsic parameters, estimated normal vector, and offset distance on the image plane. The proposed method is further enhanced by an outlier removal algorithm that is designed to remove incorrectly mapped LiDAR points from occluded regions. On KITTI dataset, the proposed solution achieves the best error performance among all existing non-learning methods and is comparable to the best self-supervised learning method and some supervised learning methods. Moreover, since outlier points from occluded regions is a commonly existing problem, the proposed outlier removal algorithm is a general preprocessing step that is applicable to many robotic systems with both camera and LiDAR sensors. The code has been published at https://github.com/placeforyiming/RAL_Non-Learning_DepthCompletion.",2377-3766,,10.1109/LRA.2021.3068885,U.S. NSF(grant numbers:CCF-2006738); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9387169,Computer vision for transportation;range sensing;sensor fusion,Laser radar;Cameras;Task analysis;Geometry;Sensors;Three-dimensional displays;Neural networks,,30.0,,43,IEEE,25 Mar 2021,,,IEEE,IEEE Journals,https://github.com/placeforyiming/RAL_Non-Learning_DepthCompletion,https://github.com/placeforyiming/RAL_Non-Learning_DepthCompletion
28,Attentional Graph Neural Network for Parking-Slot Detection,C. Min; J. Xu; L. Xiao; D. Zhao; Y. Nie; B. Dai,"Unmanned Systems Research Center, National Innovation Institute of Defense Technology, Beijing, China; Unmanned Systems Research Center, National Innovation Institute of Defense Technology, Beijing, China; Unmanned Systems Research Center, National Innovation Institute of Defense Technology, Beijing, China; Unmanned Systems Research Center, National Innovation Institute of Defense Technology, Beijing, China; Unmanned Systems Research Center, National Innovation Institute of Defense Technology, Beijing, China; Unmanned Systems Research Center, National Innovation Institute of Defense Technology, Beijing, China",IEEE Robotics and Automation Letters,24 Mar 2021,2021,6,2,3445,3450,"Deep learning has recently demonstrated its promising performance for vision-based parking-slot detection. However, very few existing methods explicitly take into account learning the link information of the marking-points, resulting in complex post-processing and erroneous detection. In this letter, we propose an attentional graph neural network based parking-slot detection method, which refers the marking-points in an around-view image as graph-structured data and utilize graph neural network to aggregate the neighboring information between marking-points. Without any manually designed post-processing, the proposed method is end-to-end trainable. Extensive experiments have been conducted on public benchmark dataset, where the proposed method achieves state-of-the-art accuracy. Code is publicly available at https://github.com/Jiaolong/gcn-parking-slot.",2377-3766,,10.1109/LRA.2021.3064270,"National Natural Science Foundation of China(grant numbers:61803380,61790565); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9372817,Deep learning for visual perception;graph neural network;parking-slot detection;recognition,Feature extraction;Graph neural networks;Detectors;Manuals;Aggregates;Training;Shape,,21.0,,26,IEEE,8 Mar 2021,,,IEEE,IEEE Journals,https://github.com/Jiaolong/gcn-parking-slot,https://github.com/Jiaolong/gcn-parking-slot
29,"FAST-LIO: A Fast, Robust LiDAR-Inertial Odometry Package by Tightly-Coupled Iterated Kalman Filter",W. Xu; F. Zhang,"Mechatronics and Robotic Systems (MaRS) Laboratory, Department of Mechanical Engineering, University of Hong Kong, Hong Kong; Mechatronics and Robotic Systems (MaRS) Laboratory, Department of Mechanical Engineering, University of Hong Kong, Hong Kong",IEEE Robotics and Automation Letters,24 Mar 2021,2021,6,2,3317,3324,"This letter presents a computationally efficient and robust LiDAR-inertial odometry framework. We fuse LiDAR feature points with IMU data using a tightly-coupled iterated extended Kalman filter to allow robust navigation in fast-motion, noisy or cluttered environments where degeneration occurs. To lower the computation load in the presence of a large number of measurements, we present a new formula to compute the Kalman gain. The new formula has computation load depending on the state dimension instead of the measurement dimension. The proposed method and its implementation are tested in various indoor and outdoor environments. In all tests, our method produces reliable navigation results in real-time: running on a quadrotor onboard computer, it fuses more than 1200 effective feature points in a scan and completes all iterations of an iEKF step within 25 ms. Our codes are open-sourced on Github.1",2377-3766,,10.1109/LRA.2021.3064227,DJI(grant numbers:200009538); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9372856,Aerial systems;localization;perception and autonomy;sensor fusion,Laser radar;Kalman filters;Fuses;Feature extraction;Distortion measurement;Three-dimensional displays;Noise measurement,,442.0,,28,IEEE,8 Mar 2021,,,IEEE,IEEE Journals,,
30,BALM: Bundle Adjustment for Lidar Mapping,Z. Liu; F. Zhang,"Department of Mechanical Engineering, University of Hong Kong, Hong Kong, China; Department of Mechanical Engineering, University of Hong Kong, Hong Kong, China",IEEE Robotics and Automation Letters,22 Mar 2021,2021,6,2,3184,3191,"A local Bundle Adjustment (BA) on a sliding window of keyframes has been widely used in visual SLAM and proved to be very effective in lowering the drift. But in lidar SLAM, BA method is hardly used because the sparse feature points (e.g., edge and plane) make the exact point matching impossible. In this letter, we formulate the lidar BA as minimizing the distance from a feature point to its matched edge or plane. Unlike the visual SLAM (and prior plane adjustment method in lidar SLAM) where the feature has to be co-determined along with the pose, we show that the feature can be analytically solved and removed from the BA, the resultant BA is only dependent on the scan poses. This greatly reduces the optimization scale and allows large-scale dense plane and edge features to be used. To speedup the optimization, we derive the analytical derivatives of the cost function, up to second order, in closed form. Moreover, we propose a novel adaptive voxelization method to search feature correspondence efficiently. The proposed formulations are incorporated into a LOAM back-end for map refinement. Results show that, although as a back-end, the local BA can be solved very efficiently, even in real-time at 10 Hz when optimizing 20 scans of point-cloud. The local BA also considerably lowers the LOAM drift. Our implementation of the BA optimization and LOAM are open-sourced to benefit the community.11https://github.com/hku-mars/BALM.",2377-3766,,10.1109/LRA.2021.3062815,DJI(grant numbers:200009538); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9366383,Bundle adujustment;lidar;localization;mapping;SLAM,Laser radar;Visualization;Simultaneous localization and mapping;Cost function;Bundle adjustment;Eigenvalues and eigenfunctions;Navigation,,127.0,,39,IEEE,1 Mar 2021,,,IEEE,IEEE Journals,https://github.com/hku-mars/BALM,https://github.com/hku-mars/BALM
31,Learning Multi-Object Dense Descriptor for Autonomous Goal-Conditioned Grasping,S. Yang; W. Zhang; R. Song; J. Cheng; Y. Li,"School of Control Science and Engineering, Shandong University, Jinan, China; School of Control Science and Engineering, Shandong University, Jinan, China; School of Control Science and Engineering, Shandong University, Jinan, China; School of Control Science and Engineering, Shandong University, Jinan, China; School of Control Science and Engineering, Shandong University, Jinan, China",IEEE Robotics and Automation Letters,6 Apr 2021,2021,6,2,4109,4116,"In a goal-conditioned grasping task, a robot is asked to grasp the objects designated by a user. Existing methods for goal-conditioned grasping either can only handle relatively simple scenes or require extra user annotations. This letter proposes an autonomous method to enable the grasping of target object in a challenging yet general scene that contains multiple objects of different classes. It can effectively learn a dense descriptor and integrate it with a newly designed grasp affordance model. The proposed method is a self-supervised pipeline trained without any human supervision or robotic sampling. We validate our method via both simulated and real-world experiments while the training relies only on a variety of synthetic data, demonstrating a good generalization capability. Supplementary video demonstrations and material are available at https://vsislab.github.io/agcg/.",2377-3766,,10.1109/LRA.2021.3062300,"National Key Research and Development Plan of China(grant numbers:2018AAA0102504); National Natural Science Foundation of China(grant numbers:U1913204,61991411); Natural Science Foundation of Shandong Province(grant numbers:ZR2020JQ29); Shandong Major Scientific and Technological Innovation(grant numbers:2018CXGC1503); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9363610,Perception for Grasping manipulation;representation learning,Grasping;Affordances;Robots;Task analysis;Predictive models;Annotations;Visualization,,15.0,,34,IEEE,25 Feb 2021,,,IEEE,IEEE Journals,https://vsislab.github.io/agcg,
32,Robust LiDAR Feature Localization for Autonomous Vehicles Using Geometric Fingerprinting on Open Datasets,N. Steinke; C. -N. Ritter; D. Goehring; R. Rojas,"Dahlem Center for Machine Learning and Robotics (DCMLR), Department of Mathematics and Computer Science, Freie Universität Berlin, Berlin, Germany; Dahlem Center for Machine Learning and Robotics (DCMLR), Department of Mathematics and Computer Science, Freie Universität Berlin, Berlin, Germany; Dahlem Center for Machine Learning and Robotics (DCMLR), Department of Mathematics and Computer Science, Freie Universität Berlin, Berlin, Germany; Dahlem Center for Machine Learning and Robotics (DCMLR), Department of Mathematics and Computer Science, Freie Universität Berlin, Berlin, Germany",IEEE Robotics and Automation Letters,18 Mar 2021,2021,6,2,2761,2767,"Localization is a key task for autonomous vehicles. It is often solved with GNSS but due to multipath the performance is often not sufficient. Feature localization systems using LiDAR can deliver an accurate localization but the creation of the necessary feature maps is an effortful task. With digitization of urban planning processes a lot of street level data is being generated and increasingly becomes openly available. We propose a novel feature localization system which utilizes geometric fingerprinting to robustly associate features to a feature map generated from this open data from the city of Berlin. With this association, we perform a precise localization of a vehicle in areas spanning over several square kilometers using an optional IMU, the vehicle's CAN-odometry and an initial pose estimate. We evaluated our system with our autonomous car in real world scenarios and achieved a centimeter precision localization accuracy outperforming a high-cost GNSS. The source code will be published at https://github.com/dcmlr/fingerprint-localization.",2377-3766,,10.1109/LRA.2021.3062354,Bundesministerium für Verkehr und Digitale Infrastruktur; Automatisiertes und Vernetztes Fahren auf digitalen Testfeldern in Deutschland; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9363614,Localization;mapping;recognition,Location awareness;Feature extraction;Laser radar;Robot sensing systems;Three-dimensional displays;Detectors;Automobiles,,12.0,,16,IEEE,25 Feb 2021,,,IEEE,IEEE Journals,https://github.com/dcmlr/fingerprint-localization,https://github.com/dcmlr/fingerprint-localization
33,"Cross-Modal Contrastive Learning of Representations for Navigation Using Lightweight, Low-Cost Millimeter Wave Radar for Adverse Environmental Conditions",J. -T. Huang; C. -L. Lu; P. -K. Chang; C. -I. Huang; C. -C. Hsu; Z. L. Ewe; P. -J. Huang; H. -C. Wang,"Institute of Electrical and Control Engineering, National Yang Ming Chiao Tung University (NYCU), Hsinchu, Taiwan; Institute of Electrical and Control Engineering, National Yang Ming Chiao Tung University (NYCU), Hsinchu, Taiwan; Institute of Electrical and Control Engineering, National Yang Ming Chiao Tung University (NYCU), Hsinchu, Taiwan; Institute of Electrical and Control Engineering, National Yang Ming Chiao Tung University (NYCU), Hsinchu, Taiwan; Institute of Electrical and Control Engineering, National Yang Ming Chiao Tung University (NYCU), Hsinchu, Taiwan; Institute of Electrical and Control Engineering, National Yang Ming Chiao Tung University (NYCU), Hsinchu, Taiwan; Department of Electrical and Computer Engineering, National Chiao Tung University (NCTU), Hsinchu, Taiwan; Department of Electrical and Computer Engineering, National Chiao Tung University (NCTU), also with the Institute of Electrical and Control Engineering, and National Yang Ming Chiao Tung University (NYCU), and also with the Pervasive Artificial Intelligence Research (PAIR) Labs, Hsinchu, Taiwan",IEEE Robotics and Automation Letters,24 Mar 2021,2021,6,2,3333,3340,"Deep reinforcement learning (RL), where the agent learns from mistakes, has been successfully applied to a variety of tasks. With the aim of learning collision-free policies for unmanned vehicles, deep RL has been used for training with various types of data, such as colored images, depth images, and LiDAR point clouds, without the use of classic map-localize-plan approaches. However, existing methods are limited by their reliance on cameras and LiDAR devices, which have degraded sensing under adverse environmental conditions (e.g., smoky environments). In response, we propose the use of single-chip millimeter-wave (mmWave) radar, which is lightweight and inexpensive, for learning-based autonomous navigation. However, because mmWave radar signals are often noisy and sparse, we propose a cross-modal contrastive learning of representations (CM-CLR) method that maximizes the agreement between mmWave radar data and LiDAR data in the training stage. We evaluated our method in real-world robot compared with 1) a method with two separate networks using cross-modal generative reconstruction and an RL policy and 2) a baseline RL policy without cross-modal representations. Our proposed end-to-end deep RL policy with contrastive learning successfully navigated the robot through smoke-filled maze environments and achieved better performance compared with generative reconstruction methods, in which noisy artifact walls or obstacles were produced. All pretrained models and hardware settings are open access for reproducing this study and can be obtained at https://arg-nctu.github.io/projects/deeprl-mmWave.html.",2377-3766,,10.1109/LRA.2021.3062011,"Ministry of Science and Technology, Taiwan(grant numbers:MOST 109-2634-F-009-019,MOST 110-2634-F-009-022,MOST 109-2634-F-009-027); Pervasive Artificial Intelligence Research(grant numbers:MOST 109-2321-B-009-006,MOST 109- 2224-E-007-004,MOST 109-2221-E-009-074); Qualcomm Taiwan University; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9362209,Representation learning;search and rescue robots;collision avoidance,Laser radar;Radar;Navigation;Sensors;Training;Robot sensing systems;Robots,,16.0,,31,IEEE,24 Feb 2021,,,IEEE,IEEE Journals,https://arg-nctu.github.io/projects/deeprl-mmWave,https://github.com/ganymede42/h5pyViewer
34,PREGAN: Pose Randomization and Estimation for Weakly Paired Image Style Translation,Z. Chen; J. Guo; X. Xu; Y. Wang; H. Huang; Y. Wang; R. Xiong,"State Key Laboratory of Industrial Control Technology, and Institute of Cyber-Systems and Control, Zhejiang University, Zhejiang, China; State Key Laboratory of Industrial Control Technology, and Institute of Cyber-Systems and Control, Zhejiang University, Zhejiang, China; State Key Laboratory of Industrial Control Technology, and Institute of Cyber-Systems and Control, Zhejiang University, Zhejiang, China; State Key Laboratory of Industrial Control Technology, and Institute of Cyber-Systems and Control, Zhejiang University, Zhejiang, China; Beijing Institute of Control Engineering, Beijing, China; State Key Laboratory of Industrial Control Technology, and Institute of Cyber-Systems and Control, Zhejiang University, Zhejiang, China; State Key Laboratory of Industrial Control Technology, and Institute of Cyber-Systems and Control, Zhejiang University, Zhejiang, China",IEEE Robotics and Automation Letters,11 Mar 2021,2021,6,2,2209,2216,"Utilizing the trained model under different conditions without data annotation is attractive for robot applications. Towards this goal, one class of methods is to translate the image style from another environment to the one on which models are trained. In this letter, we propose a weakly-paired setting for the style translation, where the content in the two images is aligned with errors in poses. These images could be acquired by different sensors in different conditions that share an overlapping region, e.g., with LiDAR or stereo cameras, from sunny days or foggy nights. We consider this setting to be more practical with: (i) easier labeling than the paired data; (ii) better interpretability and detail retrieval than the unpaired data. To translate across such images, we propose PREGAN to train a style translator by intentionally transforming the two images with a random pose, and to estimate the given random pose by differentiable non-trainable pose estimator given that the more aligned in style, the better the estimated result is. Such adversarial training enforces the network to learn the style translation, avoiding being entangled with other variations. Finally, PREGAN is validated on both simulated and real-world collected data to show the effectiveness. Results on down-stream tasks, classification, road segmentation, object detection, and feature matching show its potential for real applications. https://github.com/wrld/PRoGAN.",2377-3766,,10.1109/LRA.2021.3061359,National Key Research and Development Program of China(grant numbers:2018AAA0102700); National Natural Science Foundation of China(grant numbers:61903332); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9361304,Transfer learning;computer vision for automation;domain randomization,Task analysis;Gallium nitride;Robots;Training;Generative adversarial networks;Data models;Sensors,,2.0,,28,IEEE,23 Feb 2021,,,IEEE,IEEE Journals,https://github.com/wrld/PRoGAN,https://github.com/wrld/PRoGAN
35,Deep Samplable Observation Model for Global Localization and Kidnapping,R. Chen; H. Yin; Y. Jiao; G. Dissanayake; Y. Wang; R. Xiong,"Zhejiang University, Zhejiang, China; Zhejiang University, Zhejiang, China; Zhejiang University, Zhejiang, China; Center for Autonomous System, University of Technology Sydney, Ultimo, NSW, Australia; Zhejiang University, Zhejiang, China; Zhejiang University, Zhejiang, China",IEEE Robotics and Automation Letters,12 Mar 2021,2021,6,2,2296,2303,"Global localization and kidnapping are two challenging problems in robot localization. The popular method, Monte Carlo Localization (MCL) addresses the problem by iteratively updating a set of particles with a “sampling-weighting” loop. Sampling is decisive to the performance of MCL [1]. However, traditional MCL can only sample from a uniform distribution over the state space. Although variants of MCL propose different sampling models, they fail to provide an accurate distribution or generalize across scenes. To better deal with these problems, we present a distribution proposal model named Deep Samplable Observation Model (DSOM). DSOM takes a map and a 2D laser scan as inputs and outputs a conditional multimodal probability distribution of the pose, making the samples more focusing on the regions with higher likelihood. With such samples, the convergence is expected to be more effective and efficient. Considering that the learning-based sampling model may fail to capture the accurate pose sometimes, we furthermore propose the Adaptive Mixture MCL (AdaM MCL), which deploys a trusty mechanism to adaptively select updating mode for each particle to tolerate this situation. Equipped with DSOM, AdaM MCL can achieve more accurate estimation, faster convergence and better scalability than previous methods in both synthetic and real scenes. Even in real environments with long-term changes, AdaM MCL is able to localize the robot using DSOM trained only by simulation observations from a SLAM map or a blueprint map. Source code for this paper is available here: https://github.com/Runjian-Chen/AdaM_MCL.",2377-3766,,10.1109/LRA.2021.3061339,National Natural Science Foundation of China(grant numbers:61903332); Zhejiang Province Public Welfare Technology Application Research Project(grant numbers:LGG21F030012); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9361285,Global localization;multimodal;samplable observation model,Robots;Location awareness;Proposals;Probability distribution;Adaptation models;Feature extraction;Two dimensional displays,,12.0,,27,IEEE,23 Feb 2021,,,IEEE,IEEE Journals,https://github.com/Runjian-Chen/AdaM_MCL,https://github.com/Runjian-Chen/AdaM_MCL
36,Adversarial Inverse Reinforcement Learning With Self-Attention Dynamics Model,J. Sun; L. Yu; P. Dong; B. Lu; B. Zhou,"Chinese University of Hong Kong, Hong Kong, China; Computer Science Department, Stanford University, Mountain View, CA, USA; State Key Laboratory of Digital Manufacturing Equipment and Technology, Huazhong University of Science and Technology, Wuhan, China; Chinese University of Hong Kong, Hong Kong, China; Chinese University of Hong Kong, Hong Kong, China",IEEE Robotics and Automation Letters,9 Mar 2021,2021,6,2,1880,1886,"In many real-world applications where specifying a proper reward function is difficult, it is desirable to learn policies from expert demonstrations. Adversarial Inverse Reinforcement Learning (AIRL) is one of the most common approaches for learning from demonstrations. However, due to the stochastic policy, current computation graph of AIRL is no longer end-to-end differentiable like Generative Adversarial Networks (GANs), resulting in the need for high-variance gradient estimation methods and large sample size. In this work, we propose the Model-based Adversarial Inverse Reinforcement Learning (MAIRL), an end-to-end model-based policy optimization method with self-attention. By adopting the self-attention dynamics model to make the computation graph end-to-end differentiable, MAIRL has the low variance for policy optimization. We evaluate our approach thoroughly on various control tasks. The experimental results show that our approach not only learns near-optimal rewards and policies that match expert behavior but also outperforms previous inverse reinforcement learning algorithms in real robot experiments. Code is available at https://decisionforce.github.io/MAIRL/.",2377-3766,,10.1109/LRA.2021.3061397,InnoHK CPII; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9361118,Imitation learning;learning from demonstration,Computational modeling;Atmospheric modeling;Reinforcement learning;Training;Trajectory;Stochastic processes;Task analysis,,14.0,,27,IEEE,23 Feb 2021,,,IEEE,IEEE Journals,https://decisionforce.github.io/MAIRL,
37,Imitation Learning of Hierarchical Driving Model: From Continuous Intention to Continuous Trajectory,Y. Wang; D. Zhang; J. Wang; Z. Chen; Y. Li; Y. Wang; R. Xiong,"State Key Laboratory of Industrial Control Technology, and Institute of Cyber-Systems and Control, Zhejiang University, Hangzhou, China; State Key Laboratory of Industrial Control Technology, and Institute of Cyber-Systems and Control, Zhejiang University, Hangzhou, China; State Key Laboratory of Industrial Control Technology, and Institute of Cyber-Systems and Control, Zhejiang University, Hangzhou, China; State Key Laboratory of Industrial Control Technology, and Institute of Cyber-Systems and Control, Zhejiang University, Hangzhou, China; Intelligent Space Robotics Joint Research Laboratory, Zhejiang Lab, Hangzhou, China; State Key Laboratory of Industrial Control Technology, and Institute of Cyber-Systems and Control, Zhejiang University, Hangzhou, China; State Key Laboratory of Industrial Control Technology, and Institute of Cyber-Systems and Control, Zhejiang University, Hangzhou, China",IEEE Robotics and Automation Letters,15 Mar 2021,2021,6,2,2477,2484,"One of the challenges to reduce the gap between the machine and the human level driving is how to endow the system with the learning capacity to deal with the coupled complexity of environments, intentions, and dynamics. In this letter, we propose a hierarchical driving model with explicit models of continuous intention and continuous dynamics, which decouples the complexity in the observation-to-action reasoning in the human driving data. Specifically, the continuous intention module takes perception to generate a potential map encoded with obstacles and intentions. Then, the potential map is regarded as a condition, together with the current dynamics, to generate a continuous trajectory as output by a continuous function approximator network, whose derivatives can be used for supervision without additional parameters. Finally, our method is validated by both datasets and stimulation, demonstrating that our method has higher prediction accuracy of displacement and velocity and generates smoother trajectories. Our method is also deployed on the real vehicle with loop latency, validating its effectiveness. To the best of our knowledge, this is the first work to produce the driving trajectory using a continuous function approximator network. Our code is available at https://github.com/ZJU-Robotics-Lab/CICT.",2377-3766,,10.1109/LRA.2021.3061336,"National Natural Science Foundation of China(grant numbers:61903332); State Administration of Science, Technology, and Industry for National Defence Grant(grant numbers:HTKJ2019KL502005); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9361054,Imitation learning;motion and path planning;vision-based navigation,Trajectory;Planning;Vehicle dynamics;Data models;Routing;Robot kinematics;Cognition,,12.0,,29,IEEE,23 Feb 2021,,,IEEE,IEEE Journals,https://github.com/ZJU-Robotics-Lab/CICT,https://github.com/ZJU-Robotics-Lab/CICT
38,OV$^{2}$SLAM: A Fully Online and Versatile Visual SLAM for Real-Time Applications,M. Ferrera; A. Eudes; J. Moras; M. Sanfourche; G. Le Besnerais,"DTIS, ONERA, Université Paris-Saclay, Palaiseau, France; DTIS, ONERA, Université Paris-Saclay, Palaiseau, France; DTIS, ONERA, Université Paris-Saclay, Palaiseau, France; DTIS, ONERA, Université Paris-Saclay, Palaiseau, France; DTIS, ONERA, Université Paris-Saclay, Palaiseau, France",IEEE Robotics and Automation Letters,23 Feb 2021,2021,6,2,1399,1406,"Many applications of Visual SLAM, such as augmented reality, virtual reality, robotics or autonomous driving, require versatile, robust and precise solutions, most often with real-time capability. In this work, we describe OV2SLAM, a fully online algorithm, handling both monocular and stereo camera setups, various map scales and frame-rates ranging from a few Hertz up to several hundreds. It combines numerous recent contributions in visual localization within an efficient multi-threaded architecture. Extensive comparisons with competing algorithms shows the state-of-the-art accuracy and real-time performance of the resulting algorithm. For the benefit of the community, we release the source code: https://github.com/ov2slam/ov2slam.",2377-3766,,10.1109/LRA.2021.3058069,ANR/DGA; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9351614,SLAM;localization;mapping;field robotics,Simultaneous localization and mapping;Cameras;Three-dimensional displays;Feature extraction;Tracking;Visualization;Real-time systems,,55.0,,36,IEEE,9 Feb 2021,,,IEEE,IEEE Journals,https://github.com/ov2slam/ov2slam,https://github.com/ov2slam/ov2slam
