index,Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,github_url,github_code
347,navlie: A Python Package for State Estimation on Lie Groups,C. C. Cossette; M. Cohen; V. Korotkine; A. Del Castillo Bernal; M. A. Shalaby; J. R. Forbes,"Department of Mechanical Engineering, McGill University, Montreal, QC, Canada; Department of Mechanical Engineering, McGill University, Montreal, QC, Canada; Department of Mechanical Engineering, McGill University, Montreal, QC, Canada; Department of Mechanical Engineering, McGill University, Montreal, QC, Canada; Department of Mechanical Engineering, McGill University, Montreal, QC, Canada; Department of Mechanical Engineering, McGill University, Montreal, QC, Canada",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),13 Dec 2023,2023,,,5282,5287,"The ability to rapidly test a variety of algorithms for an arbitrary state estimation task is valuable in the prototyping phase of navigation systems. Lie group theory is now mainstream in the robotics community, and hence estimation prototyping tools should allow state definitions that belong to manifolds. A new package, called navlie, provides a framework that allows a user to model a large class of problems by implementing a set of classes complying with a generic interface. Once accomplished, navlie provides a variety of on-manifold estimation algorithms that can run directly on these classes. The package also provides a built-in library of common models, as well as many useful utilities. The open-source project can be found at https://github.com/decargroup/navlie",2153-0866,978-1-6654-9190-7,10.1109/IROS55552.2023.10342362,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10342362,Localization;Sensor Fusion;Software Tools for Robot Programming,Manifolds;Estimation error;Navigation;Prototypes;Libraries;State estimation;Task analysis,,1.0,,23,IEEE,13 Dec 2023,,,IEEE,IEEE Conferences,https://github.com/decargroup/navlie,https://github.com/decargroup/navlie
348,WIT-UAS: A Wildland-Fire Infrared Thermal Dataset to Detect Crew Assets from Aerial Views,A. Jong; M. Yu; D. Dhrafani; S. Kailas; B. Moon; K. Sycara; S. Scherer,"Carnegie Mellon University, School of Computer Science, the Robotics Institute, Pittsburgh, PA, USA; Carnegie Mellon University, School of Computer Science, the Robotics Institute, Pittsburgh, PA, USA; Department of Mechanical Engineering, Carnegie Mellon University, College of Engineering, Pittsburgh, PA, USA; Carnegie Mellon University, School of Computer Science, the Robotics Institute, Pittsburgh, PA, USA; Carnegie Mellon University, School of Computer Science, the Robotics Institute, Pittsburgh, PA, USA; Carnegie Mellon University, School of Computer Science, the Robotics Institute, Pittsburgh, PA, USA; Carnegie Mellon University, School of Computer Science, the Robotics Institute, Pittsburgh, PA, USA",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),13 Dec 2023,2023,,,11464,11471,"We present the Wildland-fire Infrared Thermal (WIT-UAS) dataset for long-wave infrared sensing of crew and vehicle assets amidst prescribed wildland fire environments. While such a dataset is crucial for safety monitoring in wildland fire applications, to the authors' awareness, no such dataset focusing on assets near fire is publicly available. Presumably, this is due to the barrier to entry of collaborating with fire management personnel. We present two related data subsets: WIT-UAS-ROS consists of full ROS bag files containing sensor and robot data of UAS flight over the fire, and WIT-UAS-Image contains hand-labeled long-wave infrared (LWIR) images extracted from WIT-UAS-ROS. Our dataset is the first to focus on asset detection in a wildland fire environment. We show that thermal detection models trained without fire data frequently detect false positives by classifying fire as people. By adding our dataset to training, we show that the false positive rate is reduced significantly. Yet asset detection in wildland fire environments is still significantly more challenging than detection in urban environments, due to dense obscuring trees, greater heat variation, and overbearing thermal signal of the fire. We publicize this dataset to encourage the community to study more advanced models to tackle this challenging environment. The dataset, code and pretrained models are available at https://github.com/castacks/WIT-UAS-Dataset.",2153-0866,978-1-6654-9190-7,10.1109/IROS55552.2023.10341683,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10341683,,Training;Analytical models;Wildfires;Urban areas;Training data;Robot sensing systems;Data models,,2.0,,22,IEEE,13 Dec 2023,,,IEEE,IEEE Conferences,https://github.com/castacks/WIT-UAS-Dataset,https://github.com/castacks/WIT-UAS-Dataset
349,Value-Informed Skill Chaining for Policy Learning of Long-Horizon Tasks with Surgical Robot,T. Huang; K. Chen; W. Wei; J. Li; Y. Long; Q. Dou,"The Department of Computer Science and Engineering, The Chinese University of Hong Kong; The Department of Computer Science and Engineering, The Chinese University of Hong Kong; The Department of Computer Science and Engineering, The Chinese University of Hong Kong; The Department of Computer Science and Engineering, The Chinese University of Hong Kong; The Department of Computer Science and Engineering, The Chinese University of Hong Kong; The Department of Computer Science and Engineering, The Chinese University of Hong Kong",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),13 Dec 2023,2023,,,8495,8501,"Reinforcement learning is still struggling with solving long-horizon surgical robot tasks which involve multiple steps over an extended duration of time due to the policy exploration challenge. Recent methods try to tackle this problem by skill chaining, in which the long-horizon task is decomposed into multiple subtasks for easing the exploration burden and subtask policies are temporally connected to complete the whole long-horizon task. However, smoothly connecting all subtask policies is difficult for surgical robot scenarios. Not all states are equally suitable for connecting two adjacent subtasks. An undesired terminate state of the previous subtask would make the current subtask policy unstable and result in a failed execution. In this work, we introduce value-informed skill chaining (ViSkill), a novel reinforcement learning framework for long-horizon surgical robot tasks. The core idea is to distinguish which terminal state is suitable for starting all the following subtask policies. To achieve this target, we introduce a state value function that estimates the expected success probability of the entire task given a state. Based on this value function, a chaining policy is learned to instruct subtask policies to terminate at the state with the highest value so that all subsequent policies are more likely to be connected for accomplishing the task. We demonstrate the effectiveness of our method on three complex surgical robot tasks from SurRoL, a comprehensive surgical simulation platform, achieving high task success rates and execution efficiency. Code is available at https: / /github. com/med-air/ViSkill.",2153-0866,978-1-6654-9190-7,10.1109/IROS55552.2023.10342180,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10342180,,Medical robotics;Codes;Reinforcement learning;Task analysis;Intelligent robots;Software development management,,1.0,,38,IEEE,13 Dec 2023,,,IEEE,IEEE Conferences,,
350,RVWO: A Robust Visual-Wheel SLAM System for Mobile Robots in Dynamic Environments,J. Mahmoud; A. Penkovskiy; H. T. Long Vuong; A. Burkov; S. Kolyubin,"Faculty of Control Systems and Robotics, ITMO University, St. Petersburg, Russia; Faculty of Control Systems and Robotics, ITMO University, St. Petersburg, Russia; Faculty of Control Systems and Robotics, ITMO University, St. Petersburg, Russia; Faculty of Control Systems and Robotics, ITMO University, St. Petersburg, Russia; Faculty of Control Systems and Robotics, ITMO University, St. Petersburg, Russia",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),13 Dec 2023,2023,,,3468,3474,"This paper presents RVWO, a system designed to provide robust localization and mapping for wheeled mobile robots in challenging scenarios. The proposed approach leverages a probabilistic framework that incorporates semantic prior information about landmarks and visual re-projection error to create a landmark reliability model, which acts as an adaptive kernel for the visual residuals in optimization. Additionally, we fuse visual residuals with wheel odometry measurements, taking advantage of the planar motion assumption. The RVWO system is designed to be robust against wrong data association due to moving objects, poor visual texture, bad illumination, and wheel slippage. Evaluation results demonstrate that the proposed system shows competitive results in dynamic environments and outperforms existing approaches on both public benchmarks and our custom hardware setup. We also provide the code as an open-source contribution to the robotics community22https://github.com/be2rlab/rvwo.",2153-0866,978-1-6654-9190-7,10.1109/IROS55552.2023.10342183,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10342183,,Visualization;Simultaneous localization and mapping;Semantics;Dynamics;Pose estimation;Wheels;Probabilistic logic,,3.0,,23,IEEE,13 Dec 2023,,,IEEE,IEEE Conferences,https://github.com/be2rlab/rvwo,https://github.com/be2rlab/rvwo
351,Hybrid Object Tracking with Events and Frames,Z. Li; N. A. Piga; F. Di Pietro; M. Iacono; A. Glover; L. Natale; C. Bartolozzi,"Humanoid Sensing and Perception, Istituto Italiano di Tecnologia, Italy; Humanoid Sensing and Perception, Istituto Italiano di Tecnologia, Italy; Event-driven Perception for Robotics, Istituto Italiano di Tecnologia, Italy; Event-driven Perception for Robotics, Istituto Italiano di Tecnologia, Italy; Event-driven Perception for Robotics, Istituto Italiano di Tecnologia, Italy; Humanoid Sensing and Perception, Istituto Italiano di Tecnologia, Italy; Event-driven Perception for Robotics, Istituto Italiano di Tecnologia, Italy",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),13 Dec 2023,2023,,,9057,9064,"Robust object pose tracking plays an important role in robot manipulation, but it is still an open issue for quickly moving targets as motion blur and low frequency detection can reduce pose estimation accuracy even for state-of-the-art RGB-D-based methods. An event-camera is a low-latency vision sensor that can act complementary to RGB-D. Specifically, its sub-millisecond temporal resolution can be exploited to correct for pose estimation inaccuracies due to low frequency RGB-D based detection. To do so, we propose a dual Kalman filter: the first filter estimates an object's velocity from the spatiotemporal patterns of “events”, the second filter fuses the tracked object velocity with a low-frequency object pose estimated from a deep neural network using RGB-D data. The full system outputs high frequency, accurate object poses also for fast moving objects. The proposed method works towards low-power robotics by replacing high-cost GPU-based optical flow used in prior work with event-cameras that inherently extract the required signal without costly processing. The proposed algorithm achieves comparable or better performance when compared to two state-of-the-art 6-DoF object pose estimation algorithms and one hybrid event/RGB-D algorithm on benchmarks with simulated and real data. We discuss the benefits and tradeoffs for using the event-camera and contribute algorithm, code, and datasets to the community. The code and datasets are available at https://github.com/event-driven-robotics/Hybrid-object-tracking-with-events-and-frames.",2153-0866,978-1-6654-9190-7,10.1109/IROS55552.2023.10342300,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10342300,,Optical filters;Training;Codes;Heuristic algorithms;Pose estimation;Vision sensors;6-DOF,,1.0,,31,IEEE,13 Dec 2023,,,IEEE,IEEE Conferences,https://github.com/event-driven-robotics/Hybrid-object-tracking-with-events-and-frames,https://github.com/event-driven-robotics/Hybrid-object-tracking-with-events-and-frames
352,Optimal and Stable Multi-Layer Object Rearrangement on a Tabletop,A. Xu; K. Gao; S. W. Feng; J. Yu,"Department of Computer Science, Rutgers, the State University of New Jersey, Piscataway, NJ, USA; Department of Computer Science, Rutgers, the State University of New Jersey, Piscataway, NJ, USA; Department of Computer Science, Rutgers, the State University of New Jersey, Piscataway, NJ, USA; Department of Computer Science, Rutgers, the State University of New Jersey, Piscataway, NJ, USA",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),13 Dec 2023,2023,,,2078,2085,"Object rearrangement is a fundamental sub-task in accomplishing a great many physical tasks. As such, effectively executing rearrangement is an important skill for intelligent robots to master. In this study, we conduct the first algorithmic study on optimally solving the problem of Multi-layer Object Rearrangement on a Tabletop (MORT), in which one object may be relocated at a time, and an object can only be moved if other objects do not block its top surface. In addition, any intermediate structure during the reconfiguration process must be physically stable, i.e., it should stand without external support. To tackle the dual challenges of untangling the dependencies between objects and ensuring structural stability, we develop an algorithm that interleaves the computation of the optimal rearrangement plan and structural stability checking. Using a carefully constructed integer linear programming (ILP) model, our algorithm, Stability-Aware Rearrangement Programming (SARP), readily scales to optimally solve complex rearrangement problems of 3D structures with over 60 building blocks, with solution quality significantly outperforming natural greedy best-first approaches. Upon the publication of the manuscript source code and data will be available at https//github.com/arc-1/mort/.",2153-0866,978-1-6654-9190-7,10.1109/IROS55552.2023.10342446,"NSF(grant numbers:IIS-1845888,IIS-2132972); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10342446,,Solid modeling;Three-dimensional displays;Source coding;Computational modeling;Integer linear programming;Data models;Structural engineering,,,,38,IEEE,13 Dec 2023,,,IEEE,IEEE Conferences,https://github.com/arc-1/mort,https://github.com/arc-1/mort
353,Multi-View Robust Collaborative Localization in High Outlier Ratio Scenes Based on Semantic Features,Y. Tang; M. Wang; Y. Deng; Y. Yang; Z. Lan; Y. Yue,"School of Automation, Beijing Institute of Technology, Beijing, China; School of Automation, Beijing Institute of Technology, Beijing, China; School of Automation, Beijing Institute of Technology, Beijing, China; School of Automation, Beijing Institute of Technology, Beijing, China; Inceptio Technology Co. Ltd.; School of Automation, Beijing Institute of Technology, Beijing, China",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),13 Dec 2023,2023,,,11042,11047,"Filtering out outlier data associations between local maps can improve the robustness and accuracy of multi-robot localization. When the overlap is low and the field of view difference is large, it is likely to produce outlier data associations between local maps, which will reduce the matching accuracy and even lead to the failure of collaborative localization. To solve this problem, this paper proposes a novel outdoor robust collaborative localization algorithm (HORCL) capable for high outlier ratio scenes. The Mixture Probability Model (MPM) and the Hierarchical EM (Expectation Maximization) algorithm in HORCL are applied to screen two levels of outliers (loop closure constraints and point pairs) and improve localization performance. Specifically, the inlier probabilities of data associations are calculated in MPM to identify outliers by considering geometric distances, semantic consistency, and spatial consistency. Then, outlier loop closures and outlier point pairs in inlier constraints are filtered by applying the Hierarchical EM algorithm, thereby relieving the adverse effect of outliers on localization accuracy. The proposed algorithm is validated on public datasets and compared with the latest methods, demonstrating the improvement in localization accuracy and robustness. The code is available at https://github.com/BIT-TYJ/HORCL.",2153-0866,978-1-6654-9190-7,10.1109/IROS55552.2023.10342524,"National Natural Science Foundation of China(grant numbers:NSFC 62233002,62003039,61973034,U1913203); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10342524,,Location awareness;Semantics;Collaboration;Probability;Filtering algorithms;Robustness;Data models,,3.0,,30,IEEE,13 Dec 2023,,,IEEE,IEEE Conferences,https://github.com/BIT-TYJ/HORCL,https://github.com/BIT-TYJ/HORCL
354,DR-Pose: A Two-Stage Deformation-and-Registration Pipeline for Category-Level 6D Object Pose Estimation,L. Zhou; Z. Liu; R. Gan; H. Wang; M. H. Ang,"Department of Mechanical Engineering, National University of Singapore, Singapore; Department of Mechanical Engineering, National University of Singapore, Singapore; Department of Mechanical Engineering, National University of Singapore, Singapore; Department of Mechanical Engineering, National University of Singapore, Singapore; Department of Mechanical Engineering, National University of Singapore, Singapore",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),13 Dec 2023,2023,,,1192,1199,"Category-level object pose estimation involves estimating the 6D pose and the 3D metric size of objects from predetermined categories. While recent approaches take categorical shape prior information as reference to improve pose estimation accuracy, the single-stage network design and training manner lead to sub-optimal performance since there are two distinct tasks in the pipeline. In this paper, the advantage of two-stage pipeline over single-stage design is discussed. To this end, we propose a two-stage deformation-and-registration pipeline called DR-Pose, which consists of completion-aided deformation stage and scaled registration stage. The first stage uses a point cloud completion method to generate unseen parts of target object, guiding subsequent deformation on the shape prior. In the second stage, a novel registration network is designed to extract pose-sensitive features and predict the representation of object partial point cloud in canonical space based on the deformation results from the first stage. DR-Pose produces superior results to the state-of-the-art shape prior-based methods on both CAMERA25 and REAL275 benchmarks. Codes are available at https://github.com/Zray26/DR-Pose.git.",2153-0866,978-1-6654-9190-7,10.1109/IROS55552.2023.10341552,"Agency for Science, Technology and Research (A* STAR)(grant numbers:A18A2b0046); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10341552,,Point cloud compression;Training;Three-dimensional displays;Shape;Deformation;Pipelines;Pose estimation,,4.0,,29,IEEE,13 Dec 2023,,,IEEE,IEEE Conferences,https://github.com/Zray26/DR-Pose,https://github.com/Zray26/DR-Pose
355,RADA: Robust Adversarial Data Augmentation for Camera Localization in Challenging Conditions,J. Wang; M. R. U. Saputra; C. Xiaoxuan Lu; N. Trigoni; A. Markham,"Department of Computer Science, University of Oxford, UK; Data Science Department, Monash University, Indonesia; School of Informatics, the University of Edinburgh, UK; Department of Computer Science, University of Oxford, UK; Department of Computer Science, University of Oxford, UK",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),13 Dec 2023,2023,,,3335,3342,"Camera localization is a fundamental problem for many applications in computer vision, robotics, and autonomy. Despite recent deep learning-based approaches, the lack of robustness in challenging conditions persists due to changes in appearance caused by texture-less planes, repeating structures, reflective surfaces, motion blur, and illumination changes. Data augmentation is an attractive solution, but standard image perturbation methods fail to improve localization robustness. To address this, we propose RADA, which concentrates on perturbing the most vulnerable pixels to generate relatively less image perturbations that perplex the network. Our method outperforms previous augmentation techniques, achieving up to twice the accuracy of state-of-the-art models even under ‘unseen’ challenging weather conditions. Videos of our results can be found at https://youtu.be/niOv7-fJeCA. The source code for RADA is publicly available at https://github.com/jialuwang123321/RADA.",2153-0866,978-1-6654-9190-7,10.1109/IROS55552.2023.10341653,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10341653,,Location awareness;Training;Perturbation methods;Robot vision systems;Cameras;Data augmentation;Robustness,,1.0,,37,IEEE,13 Dec 2023,,,IEEE,IEEE Conferences,https://github.com/jialuwang123321/RADA,https://github.com/jialuwang123321/RADA
356,F2BEV: Bird's Eye View Generation from Surround-View Fisheye Camera Images for Automated Driving,E. U. Samani; F. Tao; H. R. Dasari; S. Ding; A. G. Banerjee,"Department of Mechanical Engineering, University of Washington, Seattle, WA, USA; Volvo Cars, Sunnyvale, CA, USA; Volvo Cars, Sunnyvale, CA, USA; Volvo Cars, Sunnyvale, CA, USA; Department of Industrial & Systems Engineering, Department of Mechanical Engineering, University of Washington, Seattle, WA, USA",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),13 Dec 2023,2023,,,9367,9374,"Bird's Eye View (BEV) representations are tremendously useful for perception-related automated driving tasks. However, generating BEVs from surround-view fisheye camera images is challenging due to the strong distortions introduced by such wide-angle lenses. We take the first step in addressing this challenge and introduce a baseline, F2BEV, to generate discretized BEV height maps and BEV semantic segmentation maps from fisheye images. F2BEV consists of a distortion-aware spatial cross attention module for querying and consolidating spatial information from fisheye image features in a transformer-style architecture followed by a task-specific head. We evaluate single-task and multi-task variants of F2BEV on our synthetic FB-SSEM dataset, all of which generate better BEV height and segmentation maps (in terms of the IoU) than a state-of-the-art BEV generation method operating on undistorted fisheye images. We also demonstrate discretized height map generation from real-world fisheye images using F2BEV. Our dataset is publicly available at https://github.com/volvo-cars/FB-SSEM-dataset",2153-0866,978-1-6654-9190-7,10.1109/IROS55552.2023.10341862,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10341862,,Head;Semantic segmentation;Robot vision systems;Cameras;Transformers;Multitasking;Distortion,,2.0,,45,IEEE,13 Dec 2023,,,IEEE,IEEE Conferences,https://github.com/volvo-cars/FB-SSEM-dataset,https://github.com/volvo-cars/FB-SSEM-dataset
357,Primitive Skill-Based Robot Learning from Human Evaluative Feedback,A. Hiranaka; M. Hwang; S. Lee; C. Wang; L. Fei-Fei; J. Wu; R. Zhang,"Department of Mechanical Engineering; Department of Computer Science, Stanford University, CA, USA; Department of Computer Science, Stanford University, CA, USA; Department of Computer Science, Stanford University, CA, USA; Department of Computer Science, Stanford University, CA, USA; Department of Computer Science, Stanford University, CA, USA; Department of Computer Science, Stanford University, CA, USA",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),13 Dec 2023,2023,,,7817,7824,"Reinforcement learning (RL) algorithms face significant challenges when dealing with long-horizon robot manipulation tasks in real-world environments due to sample inefficiency and safety issues. To overcome these challenges, we propose a novel framework, SEED, which leverages two approaches: reinforcement learning from human feedback (RLHF) and primitive skill-based reinforcement learning. Both approaches are particularly effective in addressing sparse reward issues and the complexities involved in long-horizon tasks. By combining them, SEED reduces the human effort required in RLHF and increases safety in training robot manipulation with RL in real-world settings. Additionally, parameterized skills provide a clear view of the agent's high-level intentions, allowing humans to evaluate skill choices before they are executed. This feature makes the training process even safer and more efficient. To evaluate the performance of SEED, we conducted extensive experiments on five manipulation tasks with varying levels of complexity. Our results show that SEED significantly outperforms state-of-the-art RL algorithms in sample efficiency and safety. In addition, SEED also exhibits a substantial reduction of human effort compared to other RLHF methods. Further details and video results can be found at https://seediros23.github.io/.",2153-0866,978-1-6654-9190-7,10.1109/IROS55552.2023.10341912,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10341912,,Training;Costs;Reinforcement learning;Robot learning;Safety;Complexity theory;Task analysis,,1.0,,44,IEEE,13 Dec 2023,,,IEEE,IEEE Conferences,,
358,Online Monocular Lane Mapping Using Catmull-Rom Spline,Z. Qiao; Z. Yu; H. Yin; S. Shen,"Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong, China; Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong, China; Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong, China; Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong, China",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),13 Dec 2023,2023,,,7179,7186,"In this study, we introduce an online monocular lane mapping approach that solely relies on a single camera and odometry for generating spline-based maps. Our proposed technique models the lane association process as an assignment issue utilizing a bipartite graph, and assigns weights to the edges by incorporating Chamfer distance, pose uncertainty, and lateral sequence consistency. Furthermore, we meticulously design control point initialization, spline parameterization, and optimization to progressively create, expand, and refine splines. In contrast to prior research that assessed performance using self-constructed datasets, our experiments are conducted on the openly accessible OpenLane dataset. The experimental outcomes reveal that our suggested approach enhances lane association and odometry precision, as well as overall lane map quality. We have open-sourced out code11https://github.com/HKUST-Aerial-Robotics/MonoLaneMapping for this project.",2153-0866,978-1-6654-9190-7,10.1109/IROS55552.2023.10341707,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10341707,,Uncertainty;Cameras;Bipartite graph;Odometry;Splines (mathematics);Optimization;Intelligent robots,,5.0,,39,IEEE,13 Dec 2023,,,IEEE,IEEE Conferences,https://github.com/HKUST-Aerial-Robotics/MonoLaneMapping,https://github.com/HKUST-Aerial-Robotics/MonoLaneMapping
359,Open-Vocabulary Affordance Detection in 3D Point Clouds,T. Nguyen; M. N. Vu; A. Vuong; D. Nguyen; T. Vo; N. Le; A. Nguyen,"FPT Software AI Center, Vietnam; Automation & Control Institute (ACIN), TU Wien, Vienna, Austria; FPT Software AI Center, Vietnam; FPT Software AI Center, Vietnam; Faculty of Mathematics and Statistics, Ton Duc Thang University, Ho Chi Minh City, Vietnam; Department of Computer Science & Computer Engineering, University of Arkansas; Department of Computer Science, University of Liverpool, UK",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),13 Dec 2023,2023,,,5692,5698,"Affordance detection is a challenging problem with a wide variety of robotic applications. Traditional affordance detection methods are limited to a predefined set of affordance labels, hence potentially restricting the adaptability of intelligent robots in complex and dynamic environments. In this paper, we present the Open-Vocabulary Affordance Detection (OpenAD) method, which is capable of detecting an unbounded number of affordances in 3D point clouds. By simultaneously learning the affordance text and the point feature, OpenAD successfully exploits the semantic relationships between affordances. Therefore, our proposed method enables zero-shot detection and can be able to detect previously unseen affordances without a single annotation example. Intensive experimental results show that OpenAD works effectively on a wide range of affordance detection setups and outperforms other baselines by a large margin. Additionally, we demonstrate the practicality of the proposed OpenAD in real-world robotic applications with a fast inference speed. Our project is available at https://openad2023.github.io.",2153-0866,978-1-6654-9190-7,10.1109/IROS55552.2023.10341553,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10341553,,Point cloud compression;Three-dimensional displays;Annotations;Affordances;Semantics;Usability;Intelligent robots,,9.0,,60,IEEE,13 Dec 2023,,,IEEE,IEEE Conferences,,
360,RaSpectLoc: RAman SPECTroscopy-dependent robot LOCalisation,C. Thirgood; O. Mendez; E. C. Ling; J. Storey; S. Hadfield,"CVSSP, Computer Science and Electronic Engineering, University of Surrey, Guildford, Surrey, United Kingdom; CVSSP, Computer Science and Electronic Engineering, University of Surrey, Guildford, Surrey, United Kingdom; Surrey Institute for People-Centered Artificial Intelligence, University of Surrey, Guildford, Surrey, United Kingdom; Industrial 3D Robotics, Tonbridge, Kent, UK; CVSSP, Computer Science and Electronic Engineering, University of Surrey, Guildford, Surrey, United Kingdom",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),13 Dec 2023,2023,,,5296,5303,"This paper presents a new information source for supporting robot localisation: material composition. The proposed method complements the existing visual, structural, and semantic cues utilized in the literature. However, it has a distinct advantage in its ability to differentiate structurally [23], visually [25] or categorically [1] similar objects such as different doors, by using Raman spectrometers. Such devices can identify the material of objects it probes through the bonds between the material's molecules. Unlike similar sensors, such as mass spectroscopy, it does so without damaging the material or environment. In addition to introducing the first material-based localisation algorithm, this paper supports the future growth of the field by presenting a gazebo plugin for Raman spectrometers, material sensing demonstrations, as well as the first-ever localisation data-set with benchmarks for material-based localisation. This benchmarking shows that the proposed technique results in a significant improvement over current state-of-the-art localisation techniques, achieving 16 % more accurate localisation than the leading baseline. The code and dataset will be released at: https://github.com/ThirgoodC/RaSpectLoc",2153-0866,978-1-6654-9190-7,10.1109/IROS55552.2023.10342198,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10342198,,Visualization;Simultaneous localization and mapping;Navigation;Semantics;Benchmark testing;Mass spectroscopy;Sensors,,,,32,IEEE,13 Dec 2023,,,IEEE,IEEE Conferences,https://github.com/ThirgoodC/RaSpectLoc,https://github.com/ThirgoodC/RaSpectLoc
361,"UMIRobot: An Open-{Software, Hardware} Low-Cost Robotic Manipulator for Education",M. M. Marinho; H. -C. Lin; J. Zhao,"Department of Mechanical Engineering, the University of Tokyo, Tokyo, Japan; Department of Mechanical Engineering, the University of Tokyo, Tokyo, Japan; Department of Mechanical Engineering, the University of Tokyo, Tokyo, Japan",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),13 Dec 2023,2023,,,4464,4471,"Robot teleoperation has been studied for the past 70 years and is relevant in many contexts, such as in the handling of hazardous materials and telesurgery. The COVID19 pandemic has rekindled interest in this topic, but the existing robotic education kits fall short of being suitable for teleoperated robotic manipulator learning. In addition, the global restrictions of motion motivated large investments in online/hybrid education. In this work, a newly developed robotics education kit and its ecosystem are presented which is used as the backbone of an online/hybrid course in teleoperated robots. The students are divided into teams. Each team designs, fabricates (3D printing and assembling), and implements a control strategy for a master device and gripper. Coupling those with the UMIRobot, provided as a kit, the students compete in a teleoperation challenge. The kit is low cost (<100USD), which allows higher-learning institutions to provide one kit per student and they can learn in a risk-free environment. As of now, 73 such kits have been assembled and sent to course participants in eight countries. As major success stories, we show an example of gripper and master designed for the proposed course. In addition, we show a teleoperated task between Japan and Bangladesh executed by course participants. Design files, videos, source code, and more information are available at https://mmmarinho.github.io/UMIRobot/",2153-0866,978-1-6654-9190-7,10.1109/IROS55552.2023.10341347,University of Tokyo; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10341347,,Temperature sensors;Three-dimensional displays;Education;Ecosystems;Manipulators;Three-dimensional printing;Hardware,,,,19,IEEE,13 Dec 2023,,,IEEE,IEEE Conferences,https://mmmarinho.github.io/UMIRobot,https://github.com/mmmarinho/umirobot-arduino
